Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
161304,CHI HEALTH  - MERCY CORNING,603 ROSARY DRIVE,CORNING,IA,50841,ADAMS,(641) 322-3121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Same as the national average,,POINT (-94.747914 40.988375)
264030,SIGNATURE PSYCHIATRIC HOSPITAL,2900 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,(816) 691-5101,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-94.551464 39.150956)
194020,BRENTWOOD HOSPITAL,1006 HIGHLAND AVENUE,SHREVEPORT,LA,71106,CADDO,(318) 678-7500,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-93.739357 32.502304)
670031,CHI ST LUKE'S PATIENTS MEDICAL CENTER,4600 EAST SAM HOUSTON PARKWAY SOUTH,PASADENA,TX,77505,HARRIS,(281) 487-0700,Acute Care Hospitals,Physician,Yes,,5,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Not Available,5,POINT (-95.160714 29.640261000000002)
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,MADISON,(731) 541-5000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-88.831973 35.63954)
364029,WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE,35900 EUCLID AVENUE,WILLOUGHBY,OH,44094,LAKE,(440) 953-3000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-81.433996 41.626159)
394053,HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,"3301 SCOTTS LANE, FOUR FALLS BUILDING",PHILADELPHIA,PA,19129,PHILADELPHIA,(215) 475-3400,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,
171303,LANE COUNTY HOSPITAL,235 WEST VINE  PO BOX 969,DIGHTON,KS,67839,LANE,(620) 397-5321,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,
190114,CLAIBORNE MEMORIAL MEDICAL CENTER,620 EAST COLLEGE STREET,HOMER,LA,71040,CLAIBORNE,(318) 927-2024,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-93.062469 32.79432700000001)
224007,MCLEAN HOSPITAL CORPORATION,115 MILL STREET,BELMONT,MA,02478,MIDDLESEX,(617) 855-3450,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-71.195698 42.394424)
364056,ASSURANCE HEALTH CINCINNATI LLC,11690 GROOMS ROAD,CINCINNATI,OH,45242,HAMILTON,(513) 985-4800,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-84.367786 39.281395)
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,LANCASTER,(717) 544-5511,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-76.305328 40.046975)
420078,PRISMA HEALTH ROGER C. PEACE REHABILITATION HOSPITAL,905 VERDAE BLVD SUITE 102,GREENVILLE,SC,29605,GREENVILLE,(864) 455-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-82.319204 34.829156)
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,(714) 827-3000,Acute Care Hospitals,Proprietary,Yes,Y,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-117.99511500000001 33.824735)
490117,CARILION TAZEWELL COMMUNITY HOSPITAL,388 BEN BOLT AVENUE,TAZEWELL,VA,24651,TAZEWELL,(276) 988-8700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,Same as the national average,,Not Available,5,Below the national average,,Not Available,16,Same as the national average,,Same as the national average,,Same as the national average,,
371337,EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,POTEAU,OK,74953,LE FLORE,(918) 647-8161,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,,Same as the national average,,Not Available,5,Below the national average,,Not Available,16,Below the national average,,Same as the national average,,Not Available,5,POINT (-94.612834 35.043979)
151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,2900 W 16TH ST,BEDFORD,IN,47421,LAWRENCE,(812) 275-1200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Not Available,5,Same as the national average,,Not Available,16,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-86.512167 38.860988)
110129,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,MUSCOGEE,(706) 596-4020,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,POINT (-84.961378 32.506927)
050099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,SAN BERNARDINO,(714) 985-2811,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,POINT (-117.636862 34.101079)
364040,MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,474 NORTH YELLOW SPRINGS STREET,SPRINGFIELD,OH,45504,CLARK,(937) 399-9500,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-83.817429 39.930766)
454088,RIO GRANDE STATE CENTER,1401 RANGERVILLE ROAD,HARLINGEN,TX,78550,CAMERON,(956) 364-8000,Psychiatric,Government - State,Yes,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-97.708011 26.16082)
391300,GEISINGER JERSEY SHORE HOSPITAL,1020 THOMPSON STREET,JERSEY SHORE,PA,17740,LYCOMING,(570) 398-3101,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Not Available,16,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Not Available,5,POINT (-77.267956 41.201647)
170075,"MERCY HOSPITAL, INC",218 E PACK STREET,MOUNDRIDGE,KS,67107,MCPHERSON,(620) 345-6391,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,Not Available,5,Not Available,5,Above the national average,,Not Available,16,Same as the national average,,Above the national average,,Not Available,16,POINT (-97.516996 38.205072)
344014,HOLLY HILL MENTAL HEALTH SERVICES,3019 FALSTAFF RD,RALEIGH,NC,27610,WAKE,(919) 250-7000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-78.58392800000001 35.782178)
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,(718) 579-5000,Acute Care Hospitals,Government - Local,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Not Available,5,POINT (-73.924072 40.817681)
234023,HAVENWYCK HOSPITAL,1525 UNIVERSITY DRIVE,AUBURN HILLS,MI,48326,OAKLAND,(248) 373-9200,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-83.248562 42.660783)
281308,HENDERSON HEALTH CARE SERVICES,1621 FRONT STREET,HENDERSON,NE,68371,YORK,(402) 723-4445,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-97.80736100000001 40.782888)
131311,ST LUKE'S ELMORE MEDICAL CENTER,895 NORTH 6TH EAST,MOUNTAIN HOME,ID,83647,ELMORE,(208) 587-8401,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3,,Same as the national average,,Not Available,16,Same as the national average,,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,POINT (-115.69248699999999 43.139199000000005)
100030,HEALTH CENTRAL,10000 W COLONIAL DR,OCOEE,FL,34761,ORANGE,(407) 296-1820,Acute Care Hospitals,Government - State,Yes,Y,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-81.525787 28.551666)
420104,MOUNT PLEASANT HOSPITAL,3510 HIGHWAY 17 NORTH SUITE 140,MOUNT PLEASANT,SC,29466,CHARLESTON,(843) 724-2954,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-79.766199 32.878021)
100137,ADVENTHEALTH HEART OF FLORIDA,40100 HWY 27,DAVENPORT,FL,33837,POLK,(863) 422-4971,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,POINT (-81.639954 28.180334000000002)
281355,OGALLALA COMMUNITY HOSPITAL,2601 NORTH SPRUCE ST,OGALLALA,NE,69153,KEITH,(308) 284-4011,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Not Available,5,Not Available,5,POINT (-101.720447 41.150177)
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,JEFFERSON,(865) 471-2500,Acute Care Hospitals,Proprietary,Yes,,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-83.51964 36.10686)
351326,FIRST CARE HEALTH CENTER,115 VIVIAN ST,PARK RIVER,ND,58270,WALSH,(701) 284-7500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-97.743679 48.399262)
370023,"DUNCAN REGIONAL HOSPITAL, INC",1407 WHISENANT DRIVE,DUNCAN,OK,73533,STEPHENS,(580) 252-5300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Below the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-97.974978 34.520014)
050071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,(408) 236-6400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,17,Not Available,5,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Not Available,5,Not Available,16,POINT (-121.995767 37.335456)
051334,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,VENTURA,(805) 646-1401,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-119.264518 34.442251)
390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,JEFFERSON,(814) 938-1800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-79.000359 40.960153)
104074,PARK ROYAL HOSPITAL,9241 PARK ROYAL DR,FORT MYERS,FL,33908,LEE,(239) 332-0125,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-81.909271 26.51088)
040088,MEDICAL CENTER OF SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,AR,71730,UNION,(870) 863-2000,Acute Care Hospitals,Proprietary,Yes,Y,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-92.67103 33.218378)
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,"800 MEDICAL CENTER DRIVE, PO BOX 800",FAIRMONT,MN,56031,MARTIN,(507) 238-8101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-94.451728 43.637688000000004)
340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,HALIFAX,(252) 535-8005,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-77.647046 36.435313)
180102,LOURDES HOSPITAL,1530 LONE OAK ROAD,PADUCAH,KY,42003,MC CRACKEN,(270) 444-2444,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-88.647857 37.052989)
100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,OSCEOLA,(407) 846-2266,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,5,POINT (-81.410854 28.300923)
171379,MORRIS COUNTY HOSPITAL,600 N WASHINGTON ST,COUNCIL GROVE,KS,66846,MORRIS,(620) 767-6811,Critical Access Hospitals,Government - Local,No,Y,4,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Same as the national average,,POINT (-96.500129 38.665115)
